NO CHARGER;CHARGER ;NO UNIT;LOKASI;STATUS;Tgl Dtg;Tgl Pertama Kali Kirim
C984;LI 80V 200A SN : 176745E2408;5370;South Pacific Viscose (SPV) Purwakarta;TERPASANG;23/09/2024;26/09/2024
C985;LI 80V 200A SN : 183902E2408;;South Pacific Viscose (SPV) Purwakarta;SPARE;23/09/2024;26/09/2024
C986;LI 80V 200A SN : 183917E2408;5368;South Pacific Viscose (SPV) Purwakarta;TERPASANG;23/09/2024;26/09/2024
C987;LI 80V 200A SN : 184560E2408;5369;South Pacific Viscose (SPV) Purwakarta;TERPASANG;23/09/2024;27/09/2024
C988;LI 80V 200A SN : 185482E2408;5365;South Pacific Viscose (SPV) Purwakarta;TERPASANG;23/09/2024;26/09/2024
C989;LI 80V 200A SN : 181826E2408;5446;KCC Glass Batang;TERPASANG;04/11/2024;
C990;LI 80V 200A SN : 185659E2408;5447;KCC Glass Batang;TERPASANG;04/11/2024;
C991;LI 80V 200A SN : 176566E2407;5448;KCC Glass Batang;TERPASANG;04/11/2024;
C992;LI 80V 200A SN : 185621E2408;07020DP3747;PT.HYSIS ENGINERING ( DIJUAL 6.11.24);DIJUAL;23/09/2024;06/11/2024
C993;LI 80V 200A SN : 189835E2409;5187;Sankeikid Manutec Indonesia Karawang;TERPASANG;23/09/2024;08/11/2024
C994;LI 80V 200A SN : 185626E2408;5220;Topla Abadi Jaya Cibitung;TERPASANG;23/09/2024;12/11/2024
C995;LI 80V 200A SN : 185618E2408;05035DP3335;CV EXELINDO ABADI( DIJUAL 18.11.24);DIJUAL;23/09/2024;18/11/2024
C996;TIANNENG 48V 80A SN : 301110086024090001;1950;Mayora Cirebon ;TERPASANG;05/11/2024;13/11/2024
C997;TIANNENG 48V 80A SN : 301110086024090026;5375;ILC Logos Deltamas;TERPASANG;05/11/2024;20/11/2024
C998;TIANNENG 48V 80A SN : 301110086024090009;5303;ILC Sampoerna - Karawang Timur (Surya Cipta);TERPASANG;05/11/2024;22/11/2024
C999;TIANNENG 48V 80A SN : 301110086024090006;;Elastomix Indonesia Karawang (Dijual);DIJUAL;05/11/2024;22/11/2024
C1000;TIANNENG 48V 80A SN : 301110086024090034;1955;Cipta Niaga Semesta / Mayora Majalengka;TERPASANG;05/11/2024;04/02/2025
C1001;TIANNENG 48V 80A SN : 301110086024090007;2888;Cipta Niaga Semesta / Mayora Brebes;TERPASANG;05/11/2024;08/02/2025
C1002;TIANNENG 80V 200A SN : 174372E2407;5230;Arisa Semarang;TERPASANG;05/11/2024;22/11/2024
C1003;TIANNENG 80V 200A SN : 174446E2407;5449;Arisa Semarang;TERPASANG;05/11/2024;22/11/2024
C1004;TIANNENG 80V 200A SN : 120260E2406;;POOL (POS 2) ;AVAILABLE;05/11/2024;04/12/2024
C1005;TIANNENG 48V 80A SN : 301110086024090025;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1006;TIANNENG 48V 80A SN : 301110086024090004;5293;Tirta Sukses Perkasa Pandaan Surabaya;TERPASANG;05/11/2024;15/03/2025
C1007;TIANNENG 48V 80A SN : 301110086024090042;5286;Tirta Sukses Perkasa Pandaan Surabaya;TERPASANG;05/11/2024;15/03/2025
C1008;TIANNENG 48V 80A SN : 301110086024090003;;Univenus Cikupa;SPARE;05/11/2024;
C1009;TIANNENG 48V 80A SN : 301110086024090020;5378;Univenus Cikupa;TERPASANG;05/11/2024;05/03/2025
C1010;TIANNENG 48V 80A SN : 301110086024090023;2801;Sinotrans Tangerang;TERPASANG;05/11/2024;28/02/2025
C1011;TIANNENG 48V 80A SN : 301110086024090019;5430;NGK Ejib Cikarang;TERPASANG;05/11/2024;28/02/2025
C1012;TIANNENG 48V 80A SN : 301110086024090012;5581;NGK Ejib Cikarang;TERPASANG;05/11/2024;03/03/2025
C1013;TIANNENG 48V 80A SN : 301110086024090010;5582;NGK Ejib Cikarang;TERPASANG;05/11/2024;24/03/2025
C1014;TIANNENG 48V 80A SN : 301110086024090016;5431;NGK Ejib Cikarang;TERPASANG;05/11/2024;28/02/2025
C1015;TIANNENG 48V 80A SN : 301110086024090021;5294;Tirta Sukses Perkasa Pandaan Surabaya;TERPASANG;05/11/2024;15/03/2025
C1016;TIANNENG 48V 80A SN : 301110086024090027;5284;Tirta Sukses Perkasa Pandaan Surabaya;TERPASANG;05/11/2024;15/03/2025
C1017;TIANNENG 48V 80A SN : 301110086024090005;3549;ILC Logos Deltamas;TERPASANG;05/11/2024;28/04/2025
C1018;TIANNENG 48V 80A SN : 301110086024090032;2280;CJ Logistics Service Indonesia (Bandung);TERPASANG;05/11/2024;14/04/2025
C1019;TIANNENG 48V 80A SN : 301110086024090041;5438;Kamadjaya Gudang Softex KIIC Karawang;TERPASANG;05/11/2024;15/05/2025
C1020;TIANNENG 48V 80A SN : 301110086024090022;3101;Cipta Niaga Semesta / Mayora Surabaya Barsel;TERPASANG;05/11/2024;15/05/2025
C1021;TIANNENG 48V 80A SN : 301110086024090013;3367;Cipta Niaga Semesta / Mayora Tuban Surabaya;TERPASANG;05/11/2024;05/09/2025
C1022;TIANNENG 48V 80A SN : 301110086024090017;2308;Cipta Niaga Semesta / Mayora Malang Utara;TERPASANG;05/11/2024;26/07/2025
C1023;TIANNENG 48V 80A SN : 301110086024090011;5301;Kamadjaya Gudang Softex KIIC Karawang;TERPASANG;05/11/2024;05/09/2025
C1024;TIANNENG 48V 80A SN : 301110086024090030;5441;Kamadjaya Gudang Softex KIIC Karawang;TERPASANG;05/11/2024;05/09/2025
C1025;TIANNENG 48V 80A SN : 301110086024090031;5443;Kamadjaya Gudang Softex KIIC Karawang;TERPASANG;05/11/2024;05/09/2025
C1026;TIANNENG 48V 80A SN : 30111086024090002;5324;Kamadjaya Gudang Softex KIIC Karawang;TERPASANG;05/11/2024;05/09/2025
C1027;TIANNENG 48V 80A SN : ;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1028;TIANNENG 48V 80A SN : 301110086024090028;;POOL (POS 2) ;AVAILABLE;05/11/2024;30/10/2025
C1029;TIANNENG 48V 80A SN : ;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1030;TIANNENG 48V 80A SN : ;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1031;TIANNENG 48V 80A SN : ;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1032;TIANNENG 48V 80A SN : ;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1033;;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1034;;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1035;;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1036;;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1037;;;POOL (POS 5) ;AVAILABLE;05/11/2024;
C1038;LI 80V 200A SN : 120797E2406;5490;Oki Palembang;TERPASANG;;23/11/2024
C1039;LI 80V 200A SN : 174312E2407;5491;Oki Palembang;TERPASANG;;23/11/2024
C1040;LI 80V 200A SN : 192903E2410;05035DP3242;SALIM KAYO PERKASA SUBANG (DIJUAL 04.12.24);DIJUAL;26/11/2024;04/12/2024
C1041;LI 80V 200A SN : 192872E2410;05035DP3338;SALIM KAYO PERKASA SUBANG (DIJUAL 04.12.24);DIJUAL;26/11/2024;04/12/2024
C1042;LI 80V 200A SN : 192879E2410;05035DP3337;SALIM KAYO PERKASA SUBANG (DIJUAL 04.12.24);DIJUAL;26/11/2024;04/12/2024
C1043;LI 80V 200A SN : 192877E2410;05035DP3339;SALIM KAYO PERKASA SUBANG (DIJUAL 04.12.24);DIJUAL;26/11/2024;04/12/2024
C1044;LI 80V 200A SN : 192870E2410;5459;CJ Logistik Service Indonesia Sidoarjo;TERPASANG;;11/08/2025
C1045;LI 80V 200A SN : 192902E2410;5460;Kaldu Sari Nabati Majalengka;TERPASANG;;04/12/2024
C1046;LI 80V 200A SN : 174367E2407;5305;Daya Cipta Kemasindo - Daan Mogot;TERPASANG;;04/12/2024
C1047;LI 24V 50A SN : SW2407290099;;Kaldu Sari Nabati Majalengka;SPARE;;
C1048;LI 24V 50A SN : SW2407290100;;Nabati Majalengka;SPARE;;24/03/2025
C1049;LI 80V 200A SN : 192861E2410;5453;Cipta Mortar Utama Gresik;TERPASANG;;19/02/2025
C1050;LI 80V 200A SN : 192865E2410;5084;Cipta Mortar Utama Jawilan Serang Banten;TERPASANG;;11/02/2025
C1051;LI 80V 200A SN : 192876E2410;5456;Cipta Mortar Utama Semarang;TERPASANG;;12/02/2025
C1052;LI 80V 200A SN : 192871E2410;5458;Cipta Mortar Utama Semarang;TERPASANG;;12/02/2025
C1053;LI 80V 200A SN : 192858E2410;5457;Cipta Mortar Utama Jawilan Serang Banten;TERPASANG;;11/02/2025
C1054;LI 80V 200A SN : 192880E2410;5306;Selaras Donlim Indonesia Cileungsi;TERPASANG;;10/12/2024
C1055;LI 80V 200A SN : 192869E2410;;Bekaert Karawang;SPARE;;27/10/2025
C1056;LI 80V 200A SN : 192862E2410;5463;Lami Packaging Cikande Serang;TERPASANG;;13/12/2024
C1057;LI 80V 200A SN : 192878E2410;5464;Lami Packaging Cikande Serang;TERPASANG;;13/12/2024
C1058;LI 24V 50A SN : SW2407290069;08030JFX730;PT.BERKAH MAKMUR REJEKI (DIJUAL 13.11.24);DIJUAL;;13/11/2024
C1059;LI 80V 200A SN : 192891E2410;5465;KCC Glass Batang;TERPASANG;;28/12/2024
C1060;LI 80V 200A SN : 192857E2410;5466;Univenus Serang;TERPASANG;;01/02/2025
C1061;LI 80V 200A SN : 192906E2410;5467;Supernova Cibitung / MM;TERPASANG;;24/01/2025
C1062;LI 80V 200A SN : 192905E2410;5468;Supernova Cibitung / MM;TERPASANG;;24/01/2025
C1063;LI 80V 200A SN : 192881E2410;5347;Daya Cipta Kemasindo - Daan Mogot;TERPASANG;;18/12/2024
C1064;LI 80V 200A SN : 200052E2411;05035DP5614;SALIM KAYO PERKASA SUBANG (DIJUAL 19.12.24);DIJUAL;17/12/2024;19/12/2024
C1065;LI 80V 200A SN : 199971E2410;05035DP5613;SALIM KAYO PERKASA SUBANG (DIJUAL 19.12.24);DIJUAL;17/12/2024;19/12/2024
C1066;LI 24V 100A SN : 20240926V192;5472;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1067;LI 24V 100A SN : 20240926V081;5473;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1068;LI 24V 100A SN : 20240926V089;5474;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1069;LI 24V 100A SN : 20240902V178;5475;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1070;LI 24V 100A SN : 20240926V178;5476;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1071;LI 24V 100A SN : 20240926V170;5477;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1072;LI 24V 100A SN : 20240902V177;5478;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1073;LI 24V 100A SN : 20240907V302;5479;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1074;LI 24V 100A SN : 20240926V085;5480;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1075;LI 24V 100A SN : 20240926V187;5469;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1076;LI 24V 100A SN : 20240907V301;5470;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1077;LI 24V 100A SN : 20240926V083;5471;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1078;LI 24V 100A SN : 20240902V175;5481;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1079;LI 24V 100A SN : 20240926V175;5482;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1080;LI 24V 100A SN : 20240926V191;5483;Arisa Semarang;TERPASANG;17/12/2024;20/09/2024
C1081;LI 24V 50A SN : SW2407290106;5500;YCH Cibitung (Dua Kelinci);TERPASANG;;23/12/2024
C1082;LI 80V 200A SN : 200047E2411;5499;POOL (POS 2);TERPASANG;;23/12/2024
C1083;LI 80V 200A SN : 199973E2410;5501;Tirta Alam Segar Cibitung;TERPASANG;;27/12/2024
C1084;LI 80V 200A SN : 199972E2410;;Jakarta Sereal Medan;SPARE;;27/12/2024
C1085;LI 80V 200A SN : 192860E2410;5217;Dekade Prioritas - Cilegon Dijual;DIJUAL;;
C1086;LI 80V 200A SN : 192892E2410;5228;Dekade Prioritas - Cilegon Dijual;DIJUAL;;
C1087;LI 24V 50A SN : SW2407290081;;POOL (POS 2);AVAILABLE;;
C1088;LI 24V 50A SN : SW2407290108;;POOL (POS 2);AVAILABLE;;
C1089;LI 24V 50A SN : SW2409030048;5505;YCH Cikarang Deltamas (MDC);TERPASANG;;02/01/2025
C1090;LI 24V 50A SN : SW2409030050;;POOL (POS 2) ;AVAILABLE;;28/12/2024
C1091;LI 80V 200A SN : 192884E2410;05035DP5615;Platinum Surabaya Dijual (DIJUAL 27 DEC 24);DIJUAL;;27/12/2024
C1092;LI 80V 200A SN : 192873E2410;05035DP5616;Platinum Surabaya Dijual (DIJUAL 27 DEC 24);DIJUAL;;27/12/2024
C1093;LI 80V 200A SN : 185676E2408;5515;YCH Cikarang Deltamas (MDC);TERPASANG;;30/12/2024
C1094;LI 80V 200A SN : 192893E2410;5516;YCH Cikarang Deltamas (MDC);TERPASANG;;30/12/2024
C1095;LI 80V 200A SN : 200090E2411;;POOL (POS 2) ;AVAILABLE;;10/02/2025
C1096;LI 80V 200A SN : 200053E2411;5485;Cipta Mortar Utama Cibitung;TERPASANG;;10/02/2025
C1097;LI 80V 200A SN : 199959E2410;;POOL (POS 2) ;AVAILABLE;;10/02/2025
C1098;LI 80V 200A SN : 200068E2411;5484;Cipta Mortar Utama Cibitung;TERPASANG;;10/02/2025
C1099;LI 80V 200A SN : 200081E2411;5497;Cipta Mortar Utama Jawilan Serang Banten;TERPASANG;;11/02/2025
C1100;LI 80V 200A SN : 199966E2410;5493;Cipta Mortar Utama Cibitung;TERPASANG;;10/02/2025
C1101;LI 80V 200A SN : 200048E2410;;POOL (POS 2) ;AVAILABLE;;10/02/2025
C1102;LI 80V 200A SN : 200069E2411;5492;Cipta Mortar Utama Cibitung;TERPASANG;;10/02/2025
C1103;LI 80V 200A SN : 200095E2411;5498;Cipta Mortar Utama Semarang;TERPASANG;;12/02/2025
C1104;LI 80V 200A SN : 200083E2411;5496;Cipta Mortar Utama Gresik;TERPASANG;;19/02/2025
C1105;LI 80V 200A SN : 192864E2410;5348;Daya Cipta Kemasindo - Cibitung;TERPASANG;;07/01/2025
C1106;LI 80V 200A SN : 176733E2408;5509;Kaldu Sari Nabati Majalengka;TERPASANG;;04/01/2025
C1107;LI 80V 200A SN : 193198E2410;5519;LG Tangerang;TERPASANG;;09/01/2025
C1108;LI 80V 200A SN : 192868E2410;5520;Pantos Tangerang;TERPASANG;;09/01/2025
C1109;LI 80V 200A SN : 192901E2410;05030DP3241;JUAL PT JIMMY FORKLIFT/NOVA (DIJUAL 16.01.25);DIJUAL;;16/01/2025
C1110;LI 80V 200A SN : 192888E2410;05030DP3240;Haswin Hijau Perkasa (Dijual);DIJUAL;;
C1111;LI 80V 200A SN : 192882E2410;07018DN9947;Arthamas (Dijual) 9 Jan 25;DIJUAL;;09/01/2025
C1112;LI 24V 50A SN : SW2409030045;5315;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);TERPASANG;;
C1113;LI 80V 200A SN : 185671E2408;5533;Univenus Serang;TERPASANG;;31/01/2025
C1114;LI 80V 200A SN : 185669E2406;5534;Univenus Serang;TERPASANG;;31/01/2025
C1115;LI 80V 200A SN : 185677E2408;5535;Univenus Serang;TERPASANG;;31/01/2025
C1116;LI 80V 200A SN : 185658E2408;5536;Univenus Serang;TERPASANG;;31/01/2025
C1117;LI 80V 200A SN : 192895E2410;5550;Univenus Serang;TERPASANG;;
C1118;LI 80V 200A SN : 192863E2410;5553;Univenus Serang;TERPASANG;;
C1119;LI 80V 200A SN : 192883E2410;5552;Univenus Serang;TERPASANG;;
C1120;LI 80V 200A SN : 192894E2410;5549;Indocorr Packaging Cikarang Jababeka 2;TERPASANG;;31/01/2025
C1121;LI 80V 200A SN : 192866E2410;5538;Univenus Serang;TERPASANG;;
C1122;LI 80V 200A SN : 192900E2410;5551;Univenus Serang;TERPASANG;;
C1123;LI 80V 200A SN : 192856E2410;5554;Univenus Serang;TERPASANG;;
C1124;LI 80V 200A SN : 185655E2408;5169;Haswin Hijau Perkasa (Dijual);DIJUAL;;13/02/2025
C1125;LI 80V 200A SN : 185684E2408;;My Pack Cibitung - Dijual;DIJUAL;;20/05/2025
C1126;LI 80V 200A SN : 185656E2408;;POOL (POS 2);AVAILABLE;;11/03/2025
C1127;LI 80V 200A SN : 185476E2408;5564;My Pack Cibitung;TERPASANG;;11/03/2025
C1128;LI 80V 200A SN : 185695E2408;5565;My Pack Cibitung;TERPASANG;;11/03/2025
C1129;LI 80V 200A SN : 189251E2409;5566;My Pack Cibitung;TERPASANG;;11/03/2025
C1130;LI 80V 200A SN : 185731E2409;5568;Tuffindo Nittoku Autoneum (TNA) Karawang;TERPASANG;;17/02/2025
C1131;LI 80V 200A SN : 185693E2408;5567;Tuffindo Nittoku Autoneum (TNA) Karawang;TERPASANG;;17/02/2025
C1132;LI 80V 200A SN : 192897E2410;5570;Ultra Jaya Milk Padalarang;TERPASANG;;25/02/2025
C1133;LI 80V 200A SN : 192855E2410;5162;Papandayan Cocoa Industri (84);TERPASANG;;26/02/2025
C1134;LI 80V 200A SN : 192898E2410;5381;Ultra Jaya Milk Padalarang;TERPASANG;;25/02/2025
C1135;LI 80V 200A SN : 192875E2410;5224;Lami Packaging Cikande Serang;TERPASANG;;25/02/2025
C1136;LI 80V 200A SN : 192867E2410;5539;Papandayan Cocoa Industri (84);TERPASANG;;26/02/2025
C1137;LI 80V 200A SN : 192904E2410;5383;Ultra Jaya Milk Padalarang;TERPASANG;;25/02/2025
C1138;LI 80V 200A SN : 192890E2410;5590;Oki Palembang;TERPASANG;;25/04/2025
C1139;LI 80V 200A SN : 193199E2410;5382;Lintas Dirga Nusantara Cold Storage Cikarang Pusat;TERPASANG;;07/06/2025
C1140;LI 80V 200A SN : 192896E2410;5571;Ultra Jaya Milk Padalarang;TERPASANG;;25/02/2025
C1141;LI 80V 200A SN : 185662E2408;5537;Oki Palembang;TERPASANG;;01/03/2025
C1142;LI 80V 200A SN : 185652E2408;5540;Oki Palembang;TERPASANG;;01/03/2025
C1143;LI 80V 200A SN : 192886E2410;5541;Oki Palembang;TERPASANG;;01/03/2025
C1144;LI 80V 200A SN : 185748E2409;5542;Oki Palembang;TERPASANG;;01/03/2025
C1145;LI 80V 200A SN : 185689E2408;5558;Oki Palembang;TERPASANG;;01/03/2025
C1146;LI 80V 200A SN : 185670E2408;5172;POOL (POS 2) - Plan Semen Jawa Sukabumi;TERPASANG;;
C1147;LI 80V 200A SN : 185674E2408;5574;POOL (POS 5)  - Papandayan Bandung;TERPASANG;;
C1148;LI 80V 200A SN : 185653E2408;;POOL (POS 2) ;AVAILABLE;;08/05/2025
C1149;LI 80V 200A SN : 185672E2408;5573;POOL (POS 5)  - Papandayan Bandung;TERPASANG;;
C1150;LI 80V 200A SN : 192874E2410;05030DP7745;POOL (POS 5)  - Indorama Polypet Cilegon;TERPASANG;;
C1151;LI 80V 200A SN : SW2411220116;;Nabati Majalengka;SPARE;08/01/2025;18/03/2025
C1152;JUNGHEINRICH 48V 100A SN : 3218422030354010;5585;CJ Logistik Sidoarjo Surabaya;TERPASANG;;17/03/2025
C1153;JUNGHEINRICH 48V 100A SN : 3218422030354001;5584;CJ Logistik Sidoarjo Surabaya;TERPASANG;;17/03/2025
C1154;JUNGHEINRICH 48V 100A SN : 3580923050093001;5587;Univenus Serang;TERPASANG;;11/04/2025
C1155;JUNGHEINRICH 48V 100A SN : 3580923050093002;5588;Univenus Serang;TERPASANG;;11/04/2025
C1156;LI 24V 50A SN : SW2410250126;;Kaldu Sari Nabati Rancaekek;SPARE;08/01/2025;18/03/2025
C1157;LI 80V 200A SN : SW2410250113;;Nabati Majalengka;SPARE;08/01/2025;18/03/2025
C1158;LI 80V 200A SN : SW2410250118;3461;Kaldu Sari Nabati Indonesia - Rancaekek (Linfox);TERPASANG;08/01/2025;18/03/2025
C1159;LI 80V 200A SN : SW2410250121;;POOL (POS 2);AVAILABLE;08/01/2025;
C1160;LI 80V 200A SN : SW2410250122;6028;Duta Sentosa Yasa (Gdg Mr. DIY) Marunda;TERPASANG;08/01/2025;12/12/2025
C1161;LI 80V 200A SN : SW2410250125;;POOL (POS 2);AVAILABLE;08/01/2025;
C1162;LI 80V 200A SN : SW2410250124;5355;Kurnia Mas Sewartama (Dijual) 8 juli 2025;DIJUAL;08/01/2025;08/07/2025
C1163;LI 80V 200A SN : SW2410250120;6011;Duta Sentosa Yasa (Gdg Mr. DIY) Marunda;TERPASANG;08/01/2025;31/10/2025
C1164;LI 80V 200A SN : SW2410250123;;POOL (POS 2) ;AVAILABLE;08/01/2025;
C1165;LI 80V 200A SN : 185667E2408;5589;Primacor Mandiri Cikupa Tangerang;TERPASANG;;08/04/2025
C1166;LI 80V 200A SN : 20240408V047;;POOL (POS 5) ;AVAILABLE;;
C1167;LI 80V 200A SN : 185668E2408;5591;Oki Palembang;TERPASANG;;25/04/2025
C1168;LI 80V 200A SN : 185675E2408;5592;Oki Palembang;TERPASANG;;25/04/2025
C1169;LI 80V 200A SN : 192899E2410;5593;Oki Palembang;TERPASANG;;25/04/2025
C1170;LI 80V 200A SN : 225411E2503;5599;Papandayan Cocoa Industri (Mengger Finish);TERPASANG;;09/05/2025
C1171;LI 80V 200A SN : 216990E2501;5602;Intilog Gedebage Bandung (Gudang Soeta);TERPASANG;;06/05/2025
C1172;LI 80V 200A SN : 215265E2501;5215;Jimmy Forklift (Dijual) - 30 apr 25;DIJUAL;;30/04/2025
C1173;LI 80V 200A SN : 219321E2502;05030DP3237;DIJUAL CV JIMMY FORKLIFT MANDIRI (02-05-2025);DIJUAL;;02/05/2025
C1174;LI 80V 200A SN : 215264E2501;5603;Indoriss Printingdo Cikupa;TERPASANG;;26/04/2025
C1175;LI 80V 200A SN : 225418E2503;5609;Papandayan Cocoa Industri (Bintang Agung);TERPASANG;;08/05/2025
C1176;LI 80V 200A SN : 225414E2503;5610;Papandayan Cocoa Industri (Bintang Agung);TERPASANG;;08/05/2025
C1177;LI 80V 200A SN : 225427E2503;5611;Papandayan Cocoa Industri (Mengger Beans);TERPASANG;;09/05/2025
C1178;LI 80V 200A SN : 222028E2502;5612;Papandayan Cocoa Industri (Mengger Beans);TERPASANG;;09/05/2025
C1179;LI 80V 200A SN : 225407E2503;5613;Papandayan Cocoa Industri (Mengger Beans);TERPASANG;;09/05/2025
C1180;LI 80V 200A SN : 222022E2502;5213;Lami Packaging Cikande Serang;TERPASANG;;26/04/2025
C1181;LI 80V 200A SN : 2222029E2502;5614;Lami Packaging Cikande Serang;TERPASANG;;28/04/2025
C1182;LI 80V 200A SN : 222015E2502;5380;Lami Packaging Cikande Serang;TERPASANG;;26/04/2025
C1183;LI 80V 200A SN : 225412E2503;5619;Lami Packaging Cikande Serang;TERPASANG;;26/04/2025
C1184;LI 80V 200A SN : 225413E2503;5617;Lami Packaging Cikande Serang;TERPASANG;;26/04/2025
C1185;LI 80V 200A SN : 225410E2503;5621;Oki Palembang;TERPASANG;;02/05/2025
C1186;LI 80V 200A SN : 222032E2502;5620;Intan Jaya Medika Jababeka;TERPASANG;;02/05/2025
C1187;LI 80V 200A SN : 20250105V281;5622;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1188;LI 80V 200A SN : 20250105V286;5623;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1189;LI 80V 200A SN : 20250105V287;5624;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1190;LI 80V 200A SN : 20250105V271;5625;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1191;LI 80V 200A SN : 20250105V279;5626;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1192;LI 80V 200A SN : 20250105V275;5627;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1193;LI 80V 200A SN : 20250105V280;5628;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1194;LI 80V 200A SN : 20250105V276;5629;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1195;LI 80V 200A SN : 20250105V273;5630;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1196;LI 80V 200A SN : 20250105V265;5631;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1197;LI 80V 200A SN : 20250105V278;5632;IKPP Serpong Tangerang (IKT);TERPASANG;;02/05/2025
C1198;LI 24V 100A SN : 211202200378;3867;Ici Paint Jababeka;TERPASANG;;20/08/2025
C1199;LI 80V 200A SN : 185683E2408;5639;LG Tangerang;TERPASANG;;14/05/2025
C1200;LI 80V 200A SN : 189266E2409;5640;LG Tangerang;TERPASANG;;14/05/2025
C1201;LI 80V 200A SN : 222033E2502;5655;POOL (POS 2) - Plan Tirta Sukses Pandaan Surabaya;TERPASANG;;
C1202;LI 80V 200A SN : 215252E2501;5643;My Pack Cibitung;TERPASANG;;12/06/2025
C1203;LI 48V 80A SN : 3121824110128002;5648;Duta Sentosa Yasa (Gdg Mr. DIY) Marunda;TERPASANG;;26/06/2025
C1204;LI 48V 80A SN : 3121824110120003;5701;Kino Indonesia Tbk Sukabumi;TERPASANG;;28/07/2025
C1205;LI 48V 80A SN : 3121824110120004;;Unilever Bango Subang;SPARE;;
C1206;LI 48V 80A SN : 3580923050093003;;POOL (POS 5);AVAILABLE;;
C1207;LI 80V 200A SN : 231462E2503;05025DR4794;POOL (POS 5)  - Plan Salim Kayo Perkasa (Dijual);DIJUAL;;
C1208;LI 80V 200A SN : 192886E2410;5653;Yoowon Electronics Jababeka;TERPASANG;;17/05/2025
C1209;JUNGHEINRICH 48V 80A SN : 3121824110128004;5660;Astro Technologies Indonesia (Sentul);TERPASANG;19/05/2025;19/05/2025
C1210;JUNGHEINRICH 48V 80A SN : 3586623050202003;5812;Samudera Logistik Service Mondelez Deltamas;TERPASANG;19/05/2025;19/05/2025
C1211;JUNGHEINRICH 48V 80A SN : 3586623050202004;5662;Astro Technologies Indonesia (Sentul);TERPASANG;19/05/2025;19/05/2025
C1212;LI 80V 200A SN : 231464E2503;;POOL (POS 2);AVAILABLE;;23/05/2025
C1213;LI 80V 200A SN : 227277E2503;;POOL (POS 2);AVAILABLE;;30/12/2025
C1214;LI 80V 200A SN : 227271E2503;5658;POOL (POS 2) - Plan Tirta Sukses Pandaan Surabaya;TERPASANG;;23/05/2025
C1215;LI 80V 200A SN : 231457E2503;;POOL (POS 2);AVAILABLE;;23/05/2025
C1216;LI 80V 200A SN : 227262E2503;5657;Daya Cipta Kemasindo Karawang;TERPASANG;;25/06/2025
C1217;LI 80V 200A SN : 227561E2503;05025DR4666;Dae Young Apex (Dijual) mei 2025;DIJUAL;;01/05/2025
C1218;LI 80V 200A SN : 227272E2503;5666;Honda Precision Parts Manufacturing (HPPM) Cikampek;TERPASANG;;14/07/2025
C1219;LI 80V 200A SN : 227260E2503;5665;Honda Precision Parts Manufacturing (HPPM) Cikampek;TERPASANG;;14/07/2025
C1220;LI 80V 200A SN : 231455E2503;5668;Honda Precision Parts Manufacturing (HPPM) Cikampek;TERPASANG;;14/07/2025
C1221;LI 80V 200A SN : 231007E2503;5667;Honda Precision Parts Manufacturing (HPPM) Cikampek;TERPASANG;;14/07/2025
C1222;LI 80V 200A SN : 227555E2503;5664;Senopati Fujitrans Deltamas (Cianio);TERPASANG;;30/05/2025
